,hindi,eng,gpt
1044,नयी एंटीनिकोटीन वैक्सीन धूम्रपान का आनंद समाप्त कर सकती है,new antinicotine vaccine could take the pleasure out of smoking,"

The 32 census districts in the state are facing a lot of problems."
1054,इस प्रयोग को साइंस ट्रांसलेशनल मेडिसिन नामक पत्रिका में वर्णित किया गया था।,the experiments are described in the journal science translational medicine,"

The 32 census tracts in the city are all very important for the city"
1055,पहले के तम्बाकू के वैक्सीन इसलिए विफल हो गये थे क्योंकि उनमें एन्टीबॉडीज था।,previous tobacco vaccines failed because they contained antibodies,"

The 32 census tracts in the city are all very important for the city"
1062,पोस्टमार्टम के बाद भी बाघिन के मौत की वास्तविक वजह से परदा नहीं उठ सका।,the cause of the death of the tigress was not clear even after the postmortem,"

The 32 census tracts in the city are all very important in terms of"
1068,इससे बाघिन की वास्तविक मौत के कारणों का पता नहीं लग पाया।,because of this the actual cause of death of the tigress was not known,"

The 32 census tracts in the city are all very important for the city"
1069,बाघिन की मौत पर विभागीय अधिकारी गोलमाल जवाब देते रहे।,department officials are giving evasive answers about the death of the tigress,"

The 32 census tracts in the city are all very important for the city"
1072,बाघिन के शव से जहर आदि के कोई लक्षण नहीं मिले हैं।,there were no traces of poison in the body,"

The 32 census tracts in the city are facing a lot of problems."
1074,त्रिपोडी ओबाइड द्वारा हमें प्रभावित किया जा रहा से इनकार करते हैं।,tripodi denies being influenced by obeid,"

The 32 census tracts in the city are all very important for the city"
1075,पूर्व एनएसडब्ल्यू श्रम मंत्री जोए त्रिपोडी पर स्टेट करप्सन वॉचडॉग द्वारा  जांच की जाएगी।,former nsw labor minister joe tripodi will be investigated by the states corruption watchdog,"

The 32 census districts in India are all facing a lot of problems."
1080,पट्टेदार इस के खिलाफ थे और वे और समय चाहते थे।,the lessees were against this and also wanted longer terms,"

The Mahamana Temple has 32 caskets of flowers. These"
1086,नहीं श्री त्रिपोडी ने उत्तर दिया।,no mr tripodi replied,"

The 32 census tracts in the city are all very important for the city"
1088,निश्चित रूप से नहीं मेरे और श्री ओबाइड के बीच।,definitely not between myself and mr obeid,"

The 32 census districts in the state are facing a lot of problems."
1089,अधिकारियो का कहना है कि  इजरायली लड़ाकू विमानों ने सीरिया में धावा बोला ।,israeli warplanes attack target inside syria official says,"

The 32 census districts in India are all facing a lot of problems."
1092,एसोसिएटेड प्रेस की रिपोर्ट बताती है कि टारगेट रसियन मिसाइले एसए125 थी ।,the associated press reports the target was russianmade sa125 missiles,"

The 32 census districts in the state are facing a lot of problems."
1094,457 वीजा पर विदेशी कर्मचारी प्रमाणिकता परीक्षण से गुजर सकते है,foreign workers on 457 visas could undergo genuineness test,"

The 32 census districts in the state are facing a lot of problems."
1109,परिवहन मंत्री बैरोनेस क्रेमर ने बताया कि इस परियोजना से ब्रिटेन एक हो जाएगा।,transport minister baroness kramer said the project would bring the uk together,"

There are 32 census tracts in the city. They have been created to"
1112,दूसरा चरण पूरा हो जाने पर लाइनें मैनचेस्टर और लीड्स तक पहुँच जाएँगी।,when phase two is completed lines will run to manchester and leeds,"

The Mahamana Oils are beneficial for health and can be used"
1117,हम hs2 के साथ आगे बढ़ रहे हैं क्योंकि इसके लाभ बहुत अधिक होंगे।,we are driving forward hs2 because the benefits it will bring are huge,"

The 32 census tracts in the city are all facing a lot of problems"
1118,इसके बिना हम अपने रेल नेटवर्क की क्षमता से संबंधित समस्याओं का सामना करेंगे।,without it we face a crisis in capacity on our rail network,"

The 32 districts of Madhya Pradesh are facing a lot of problems due"
1120,स्कॉटिश सचिव एलिस्टेयर कारमाइकल के अनुसारः आज की घोषणा स्कॉटलैंड के लिए अच्छी ख़बर है।,scottish secretary alistair carmichael added todays announcement is good news for scotland,"

The 32 census tracts in the city are all very important for the city"
1125,विमान विद्युत उपकरण नियम अभी ऑस्ट्रेलिया में प्रभावी रहेंगे,aircraft electronic device rules to stay in force in australia for now,"

The 32 census districts in the state are facing a lot of problems."
1134,क्वांटास ने कहा कि यह अभी वर्तमान नियमों का पालन करेगी।,qantas said it would stick with the current rules for now,"

The 32 census tracts in the city are all facing a lot of problems"
1136,faa निर्णय अमेरिकी एलरलाइनों पर लागू होते हैं।,the faa ruling applies to american airlines,"

The 32 census districts in the state are facing a lot of problems."
1143,सिंगापुर में मध्यम वर्ग द्वारा कठिनाई महसूस किए जाने के कारण पॉनब्रोकर्स की चांदी,pawnbrokers shine in singapore as middle class feel the pinch,"

The 32 census districts in India are all facing a lot of problems because"
1157,गुरुवार को डेटा ने सतत निर्यात मंदी तथा उपभोक्ता मांग में कमी दिखाई है।,on thursday data showed continued export weakness and a softening in consumer demand,"

The 32 census districts in the state are facing a lot of problems."
1170,हमारे पास समाज के सभी वर्गों के ग्राहक आते हैं।,we see customers from all walks of life,"

The 32 census districts in the state are facing a lot of problems."
1172,कभीकभी उन्हें मात्र बहुत कम समय में धन की आवश्यकता होती है।,sometimes they just need the money very quickly,"

The 32 census wards in the city are facing a lot of problems."
1174,नीता अपना बर्थडे मुंबई में नहीं बल्कि जोधपुर में मना रही हैं।,nita is celebrating her birthday in jodhpur and not in mumbai,"

The 32 census districts in India are all facing a lot of problems."
1175,उन्होंने इस मौके पर एक बहुत बड़ी पार्टी का आयोजन किया।,she has organized a big party to mark the occasion,"

The 32 census districts in the state are facing a lot of problems."
1179,टैजी के स्वास्थ्य के लिए 325 मिलियन डॉलर का बचाव पैकेज,325m rescue package for tassie health,"

The 32 census towns in the state are facing a lot of problems."
1202,यह फिल्म कभी भी कामुकता या सनसनी में नहीं जाती  और यही समस्या है।,the film never slips into prurience or sensationalism  and thats the problem,"

The Hinduism has 32 crescent moons. It is said that these"
1210,रोजाना एक रुपये की फीस पर लोग बगीचे में जाकर सैर कर सकेंगे।,people would be able to visit the park for a daily fee of 1 rs,"

The 32 census tracts in the city are all very important for the city"
1212,हर कर्मचारी को अपनी फाइल लेकर कुलपति कार्यालय में दाखिल होने का अधिकार नहीं होगा।,no employee will have the right to enter the office of the vicechancellor with their files,"

The 32 census districts in India are all facing a lot of problems due"
1213,संबंधित अधिकारी उनकी फाइनल कुलपति तक पहुंचाएंगे।,the officer concerned will present the files to the vicechancellor,"

The 32 districts of Maharashtra are facing a lot of problems due to floods"
1220,उपकरण नष्ट करने का अर्थ है कि सीरिया अब नए रासायनिक हथियार नहीं बना सकता।,destruction of the equipment means that syria can no longer produce new chemical weapons,"

The 32 census tracts in the city are all facing a lot of problems"
1221,हालांकि डमस्कस को मौजूद हथियार और संग्रह को अभी भी नष्ट करना है।,however damascus still has to start destroying existing weapons and stockpiles,"

The 32 census tracts in the city are all very important in terms of"
1225,उसने कहा है कि इसमें से 6365 बच्चे समेत 61067 आम नागरिक शामिल हैं।,of those it said 61067 are civilians including 6365 children,"

The 32 census tracts in the city are all very important for the city"
1229,इसने तब से आंकड़ों को अपडेट नहीं किया।,it has not updated that figure since,"

The 32 census districts in the state are facing a lot of problems."
1230,इस संघर्ष के कारण लगभग 20 लाख लोग देश छोड़ने के लिए मज़बूर हुए हैं।,the conflict has forced some 2 million people to flee the country,"

The 32 census tracts in the city are all very important for the city"
1235,इसने यह भी कहा आगे कोई निरीक्षण गतिविधि की योजना नहीं बनाई जा रही।,it added that no further inspection activities are currently planned,"

The 32 census districts in the state are facing a lot of problems."
1244,उन्होंने कहा कि इस विस्फोट का कारण अभी ज्ञात नहीं है।,the cause of the blast was not known he said,"

The 32 census tracts in the city are all very important for the city"
1246,मोती नगर पुलिस ने सभी आरोपियों पर मामला दर्ज कर लिया है।,moti nagar police have registered a case against the accused,"

The 32 census tracts in the city are all very important for the city"
1248,रजिस्ट्रार दफ्तर पूर्वी का बलबीर सिंह मौके से फरार हो गया है।,balbir singh from the registrar office east has fled from the scene,"

The 32 census tracts in the city are all very important for the city"
1251,इसके बाद आरोपी जाली कागजात पर जमीन को करोड़ों रुपये में बेच देते थे।,then the accused use to sell the land with counterfeit papers for crores of rupees,"

The 32 census districts in India are all facing a lot of problems due"
1252,वहीं इन जाली कागजात पर लोन ले लेते थे।,at the same time they would take out loans against these counterfeit documents,"

The 32 census tracts in the city are all facing a lot of problems"
1253,इसके बाद जमीन का असली मालिक पुलिस व प्रशासन के धक्के खाता रह जाता था।,thereafter the original owner would be left running to the police and administration,"

The 32 census tracts in the city are all very important for the city"
1254,जाली रजिस्ट्री तैयार करवाने वाले आरोपी एनआरआइजी की जमीनों पर खास नजर रखते थे।,those accused of the counterfeit registrations were especially intersted in the nrig plots,"

The 32 census tracts in the city are all very important for the city"
1255,क्योंकि एनआरआइजी की जमीन की देखरेख करने वाला कोई नहीं होता।,as noone was looking after the nrig plots,"

The 32 census districts in the state are facing a lot of difficulty due"
1256,इसलिए उन जमीनों की जाली रजिस्ट्री तैयार कर बेचना आसान रहता है।,so it was easy to forge registration documents and sell the land,"

The 32 census towns in India have a lot of problems."
1259,बाली में बम विस्फोट की साजिश करने वाले की सजा पर आक्रोश,anger over bali bomb plotters sentence,"

The 32 census tracts in the state are facing a lot of problems."
1262,पैरोल दिए जाने पर उसे 15 वर्षों में रिहा किया जा सकता है।,he could be released within 15 years if granted parole,"

The 32 census tracts in the city are all very important for the city"
1267,अपने आसुओं को रोकते हुए उन्होंने कहा कि पटेक को मृत्युदंड दिया जाना चाहिए था।,fighting back tears she said patek should have been sentenced to death,"

The 32 census tracts in the city are all very important for the city"
1270,मुझे हर दिन बिना अपने नातीनातिन तथा अपनी बेटियों के बिना जीना पड़ता है।,i have to live every day without seeing more grandchildren and my daughters,"

The 32 census districts in the state are all facing a lot of problems"
1275,वास्तव में इस व्यक्ति को किसी और से पहले मृत्युदंड दिया जाना चाहिए।,really this guy should get the death penalty before anybody,"

The 32 census tracts in the city are all very important for the city"
1276,उसे जिन्दा रखने का देखिए उसे जिन्दा रखने का कोई कारण नहीं है।,to keep him alive well theres no reason to keep him alive,"

The 32 census tracts in the city are all very important for the city"
1278,पटेक बाली बम विस्फोटकों में से सजा पाने वाला अंतिम व्यक्ति है।,patek is the last of the bali bombers to face justice,"

The 32 census tracts in the city are all very important for the city"
1281,सुश्री कोर्टीन कहती हैं उसने आत्मसमर्पण नहीं किया।,he didnt give himself up ms corteen said,"

The 32 census districts in the state are facing a lot of problems."
1284,सुश्री कोर्टीन ने कहा इस वर्ष बहुत आंसू बहेंगे।,there will be a lot of tears this year ms corteen said,"

The 32 districts in the state are facing a lot of problems."
1285,अभी भी पटेक अपने दंड के विरुद्ध अपील कर सकता है।,patek may yet appeal his sentence,"

The 32 census tracts in the city are all very important for the city"
1288,लेकिन यात्रियों को इन परिवर्तन की तुरन्त अपेक्षा नहीं करनी चाहिए।,but passengers shouldnt expect changes to happen immediately,"

The 32 census tracts in the city are all very important for the city"
1306,उड़ान के दौरान सेलफोन कॉल प्रतिबंधित रहना भी जारी रहेगी।,inflight cellphone calls also will continue to be prohibited,"

The 32 census districts are the most important in terms of the election."
1319,वाईफाई सिस्टम के लिए संशोधित किए गए विमान भी व्यवधान के प्रति अधिक प्रतिरोधी हैं।,planes modified for wifi systems are also more resistant to interference,"

The 32 census tracts in the city are all very important for the city"
1322,उदाहरण के लिए ईरीडर्स पृष्ठ पलटने के दौरान बिलकुल नाममात्र का ट्रांसमिशन होता है।,ereaders for example emit only minimal transmissions when turning a page,"

The 32 census districts in the state are facing a lot of problems due"
1323,लेकिन डिवाइस द्वारा डेटा डाउनलोड करते अथवा भेजते समय ट्रांसमिशन प्रबल होते हैं।,but transmissions are stronger when devices are downloading or sending data,"

The 32 census districts in India are all facing a lot of problems."
1334,इन जवानों में पीसीआर ट्रैफिक यूनिट सहित महिला पुलिसकर्मी शामिल होंगी।,female police officers will also be involved along with the pcr traffic unit in that unit,"

The 32 census districts in the state are experiencing a lot of problems."
1343,साथ ही शहर की सीमाओं पर 38 नाका प्वाइंटों पर भी पुलिस कर्मी मुस्तैद रहेंगे।,also police officials will be stationed at 38 checkpoints on the city borders,"

The 32 census districts in the state are experiencing a lot of problems."
1348,लगता है यह पक्षी थक गया था और उसने ऑइल रिग पर शरण ली।,it seems the bird became exhausted and managed to find refuge on the oil rig,"

The 32 census districts in the state are facing a lot of problems."
1350,छोड़े जाने से पहले वाटर रेल स्वस्थ और तंदुरुस्त हो गया था।,the water rail was fit and well by the time it was released,"

The 32 census tracts in the city are all very important for the city"
1351,क्या यूरोप का उच्च वर्ग ब्रिटेन के साथ व्यवसाय करने के लिए तैयार है,is europes elite ready to do business with britain,"

The 32 districts in the state are facing a lot of problems."
1355,इस सर्वेक्षण के निष्कर्ष बहुत से लोगों के लिए आश्चर्यजनक हो सकते हैं।,the conclusions of the poll will come as a surprise to many,"

The 32 census tracts in the city are all very important for the city"
1367,गैजप्रोम के एलेक्सी मिलर ने बुल्गारिया में पाइपलाइन को एक नये दौर की शुरूआत बताया,gazproms alexei miller says pipeline in bulgaria starts new gas era,"

The 32 census districts in the state are facing a lot of problems."
1370,यह परियोजना पूरे यूरोपीय महाद्वीप की ऊर्जा सुरक्षा का एक मुख्य तत्व है।,this project is a key element of energy security of the whole european continent,"

The 32 census districts in the state are all facing a lot of problems"
1371,साउथ स्ट्रीम यूरोप में रूस के निर्यात मार्गों में विविधता प्रदान करेगा।,south stream is meant to add diversity to russias export routes through europe,"

The 32 census districts in the state are facing a lot of problems."
1388,विदेशी कलाकार जिम्नास्टिक का प्रदर्शन करेंगे।,foreign athletes will perform gymnastics,"

The 32 census tracts in the city are all very important for the city"
1391,सर्कस का पहला शो शहर के गणमान्य लोगों ने देखा।,the first performance of the city circus was watched by dignitaries,"

The 32 census districts in the state are facing a lot of problems."
1393,बौने जोकर दर्शकों को ठहाके लगाने पर मजबूर कर देंगे।,dwarf clowns are sure to make everyone laugh,"

The 32 census districts in the state are facing a lot of problems."
1394,हवाई झूला दर्शकों के आकर्षक का विशेष केंद्र रहेगा।,the flying trapeze will be a particular centre of attraction for the visitors,"

The 32 census districts in the state are facing a lot of problems."
1395,उन्होंने बताया कि शहरवासियों के मनोरंजन पर विशेष ध्यान दिया जाएगा।,he said that focus will be on entertaining the residents,"

The 32 cedar trees in the garden are in need of water."
1405,उसे न्यूनतम छह वर्ष के लिए कारावास का दण्ड दिया गया था।,he was jailed for a minimum of six years,"

The 32 census tracts in the city are all very important for the city"
1415,उन्होंने कहा कि कर्मचारियों की नियुक्ति अनुवीक्षण प्रवेशण प्रशिक्षण तथा पर्यवेक्षण में गम्भीर समस्याएं थीं।,he said there were serious problems in recruitment screening induction training and supervision of staff,"

The 32 census tracts in the city are all very important for the city"
1416,सुनवाई 20 दिसम्बर तक के लिए स्थगित कर दी गई है।,the hearing adjourned until december 20,"

The 32 census districts in the state are facing a lot of difficulty in"
1417,ब्लेयर का कहना है कि वे ब्रिटेन वापसी चाहते हैं,blair says hed like uk comeback,"

The 32 census districts in the state are facing a lot of problems."
1424,लेकिन कोई भी व्यक्ति तीन वर्षीय फेन्टन किर्कलैन्ड के लिए तैयार नहीं था।,but nobody was quite ready for threeyearold fenton kirkland,"

The 32 census districts in India are all facing a lot of problems."
1429,तथा टॉफी को उसकी दिखावट तथा व्यक्तित्व के लिए सर्वोच्च अंक मिले।,and toffee received top marks for his appearance and personality,"

The 32 census districts in the state are all facing a lot of problems"
1431,उसकी 30 वर्षीय माँ डोना ने कहाः फेन्टन तथा टॉफी शानदार जोड़ी है।,his mother donna 30 said fenton and toffee are a great double act,"

The 32 census tracts in the city are all very important for the city"
1441,वे बहुत अच्छी जोड़ी हैं।,they are a great team together,"

The 32 census districts in the state are facing a lot of problems."
1445,दलील देने वाले चीनी अखबार का जीर्णोद्धार होगा,china plea paper to be overhauled,"

The 32 census districts in India have a lot of problems."
1449,विनियामक ने कहा कि अब न्यू एक्सप्रेस को पूर्ण सुधार से गुजरना है।,now the new express is to undergo full rectification the regulator said,"

The 32 census tracts in the city are all very important for the city"
1450,सुधार का आदेश ग्वांगडौंग प्रेस एवं प्रकाशन रेडियो फिल्म एवं टेलीविजन प्रशासन से आया।,the rectification order came from the guangdong administration of press and publication radio film and television,"

The 32 constituencies in the state of Maharashtra will have elections in the coming"
1452,विनियामक ने एक बयान में कहा कि न्यू एक्सप्रेस का संपादकीय प्रबन्धन अव्यवस्थित था।,new expresss editorial management was disordered the regulator said in a statement,"

The 32 census districts in the state are facing a lot of problems."
1459,मैने ऐसा मुख्यतः इसलिए किया क्योंकि मुझे पैसे और प्रसिद्धि का लालच था।,i did this mainly because i hankered after money and fame,"

The 32 census districts in the state are all facing a lot of problems"
1460,मुझे अपनी गलतियों का अहसास हो गया है।,ive realised my wrongdoing,"

The 32 census towns in Maharashtra have a lot of problems."
1462,हाल फिलहाल में बहुत से हाईप्रोफाइल संदिग्ध व्यक्तियों ने टीवी प्रसारित दोषस्वीकृति की है।,several highprofile suspects have made televised confessions recently,"

The 32 census districts in India are all facing a lot of problems."
1468,यूएसमेक्सिको ड्रग सुरंग में स्वयं की रेलवे पायी गई,usmexico drug tunnel with its own railway found,"

The 32 census districts in the state are facing a lot of problems."
1477,नोगलेस एरिजोना में तस्कर विशाल भूमिगत जल निकासी नहरों का लाभ उठाते हैं।,in nogales arizona smugglers tap into vast underground drainage canals,"

The 32 census districts in India are all facing a lot of problems."
1481,वहीं विधानसभा क्षेत्र के लिए कांग्रेस के प्रत्याशी सरहुल राम भगत ने नामांकन भरा।,congress candidate sarhul ram bhagat filed his nomination for the assembly constituency,"

The 32 census towns in the state are facing a lot of problems."
1487,पार्षदों ने डुक्पा को बिना आमंत्रण के समारोह में आने का आरोप लगाया।,councillors accused dukpa of turning up at the function without an invitation,"

The 32 census tracts in the city are all very important in terms of"
1488,जबकि डुक्पा ने कहा कि उन्हें फूड कंट्रोलर ने आमंत्रित किया है।,dupka said that he had been invited by the food controller,"

The 32 census tracts in the state of Maharashtra have a lot of problems"
1489,विवाद से क्षुब्ध जीटीए सदस्य समारोह से चले गए।,upset by this dispute the gta members left the function,"

The 32 census tracts in the city are all very important for the city"
1490,आठ परिवारों को खाद्यान्न दिए गए।,eight families were given food grain,"

The 32 census tracts in the city are all very important for the city"
1492,ब्रिटिश पुलिस ने असांजे को प्रत्यर्पण नोटिस भेजी,british police serve assange with extradition notice,"

The 32 census districts in the state are all facing a lot of problems"
1498,वह अपनी जमानत की शर्तों के उल्लंघन में हैं।,he remains in breach of his bail conditions,"

The 32 census districts in the state are facing a lot of problems."
1499,दूतावास ने पुलिस नोटिस दिये जाने के बारे में टिप्पणी करने से इंकार कर दिया।,the embassy declined to comment on the serving of the police notice,"

The 32 census tracts in the city are all very important for the city"
1504,जब पुलिस ने उन्हें रोका तो उनके पैरों के टेकअवे ड्रिंक पाया।,when police stopped him they discovered the takeaway drink between his legs,"

The 32 census districts are the most important units for the Census of India"
1508,विदेशी सम्पत्ति स्वामियों पर कर लंदन की कृत्रिम स्थिति का अंत करेगा,tax on foreign property owners to burst londons bubble,"

The 32 census divisions in India are all facing a lot of problems."
